Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
43,1,2.3234,1.043457,0.5634,0.4954,0.5634,0.5153,0.7379,-0.007434,1.8498,5.31
43,2,2.2118,1.019949,0.5563,0.5037,0.5563,0.5105,0.7416,-0.014389,1.7781,4.9928
43,3,2.2147,1.050813,0.5581,0.5192,0.5581,0.5122,0.7312,-0.012023,1.7522,4.9303
43,4,2.3502,1.039725,0.5757,0.5215,0.5757,0.5367,0.7314,-0.009066,1.8549,5.4079
44,1,2.3146,1.042894,0.5423,0.4788,0.5423,0.5037,0.7347,-0.009316,1.844,5.2819
44,2,2.2151,1.0305,0.5616,0.5112,0.5616,0.5128,0.7418,0.004099,1.7719,4.9792
44,3,2.1933,1.037897,0.5616,0.5087,0.5616,0.525,0.7387,-0.002467,1.7505,4.8893
44,4,2.3193,1.02392,0.5651,0.5097,0.5651,0.5282,0.737,-0.004736,1.8376,5.3418
45,1,2.3529,1.092729,0.5423,0.5009,0.5423,0.5002,0.7167,-0.008922,1.8466,5.2933
45,2,2.2381,1.044951,0.5475,0.4909,0.5475,0.5049,0.7308,-0.024485,1.7808,5.022
45,3,2.1893,1.027889,0.5528,0.4971,0.5528,0.5025,0.7528,-0.007856,1.7525,4.8993
45,4,2.3223,1.019742,0.5634,0.5074,0.5634,0.5291,0.7474,-0.023607,1.8393,5.3616
46,1,2.303,1.01815,0.537,0.4623,0.537,0.4883,0.7583,-0.02309,1.8486,5.3009
46,2,2.2325,1.022792,0.5792,0.5216,0.5792,0.5315,0.7386,-0.003724,1.7866,5.0552
46,3,2.1804,1.010536,0.5722,0.5156,0.5722,0.5261,0.7574,-0.007997,1.7539,4.9099
46,4,2.3542,1.050652,0.5458,0.5011,0.5458,0.5168,0.7324,-0.021022,1.8542,5.3958
47,1,2.3222,1.00839,0.5827,0.5182,0.5827,0.5367,0.7621,-0.019139,1.8598,5.3876
47,2,2.2306,1.023775,0.5687,0.5215,0.5687,0.5254,0.751,0.006193,1.7834,5.0467
47,3,2.181,1.018978,0.5581,0.5008,0.5581,0.5147,0.7529,-0.002752,1.7484,4.8922
47,4,2.3089,0.998562,0.588,0.5363,0.588,0.5518,0.7578,-0.02347,1.846,5.3665
48,1,2.3456,1.039054,0.5616,0.5066,0.5616,0.5269,0.7319,-0.018692,1.8693,5.3941
48,2,2.1957,0.989729,0.6074,0.5604,0.6074,0.5614,0.7551,-0.002317,1.7812,5.0095
48,3,2.2177,1.069268,0.5352,0.4797,0.5352,0.487,0.7313,-0.004665,1.7509,4.8973
48,4,2.3176,1.014423,0.5634,0.5117,0.5634,0.5321,0.7586,-0.016484,1.8399,5.3582
49,1,2.2907,1.003034,0.5722,0.5043,0.5722,0.5249,0.756,-0.007848,1.8489,5.2952
49,2,2.1968,0.978662,0.588,0.5319,0.588,0.5297,0.7685,-0.012557,1.7839,5.039
49,3,2.2134,1.042542,0.5317,0.4778,0.5317,0.4987,0.7346,-0.011141,1.7584,4.9456
49,4,2.3334,1.004138,0.5863,0.5617,0.5863,0.5517,0.7616,-0.024875,1.8525,5.4352
50,1,2.2827,0.990321,0.5845,0.5262,0.5845,0.5405,0.7688,-0.003807,1.8478,5.2983
50,2,2.1778,0.969806,0.5968,0.545,0.5968,0.5526,0.777,-0.031577,1.776,4.9966
50,3,2.1699,1.003382,0.5581,0.5072,0.5581,0.5257,0.7629,0.005816,1.7527,4.8918
50,4,2.3064,0.986556,0.5933,0.5438,0.5933,0.562,0.7768,-0.013467,1.8432,5.386
51,1,2.2981,1.012638,0.5775,0.5193,0.5775,0.5353,0.752,-0.008605,1.8522,5.2976
51,2,2.1789,0.977365,0.6109,0.5577,0.6109,0.5649,0.7637,-0.011493,1.7733,4.9826
51,3,2.1703,0.985369,0.5616,0.509,0.5616,0.5276,0.7666,-0.00398,1.7687,4.935
51,4,2.2971,0.951505,0.6092,0.5668,0.6092,0.5797,0.7917,-0.016698,1.8656,5.4368
52,1,2.2699,0.973312,0.5933,0.5363,0.5933,0.5551,0.7736,-0.026787,1.8469,5.2951
52,2,2.1891,0.965901,0.6004,0.5442,0.6004,0.561,0.7686,-0.028728,1.7901,5.0431
52,3,2.1693,0.98844,0.5458,0.4902,0.5458,0.5029,0.7652,-0.007172,1.7642,4.9245
52,4,2.3054,1.003959,0.5775,0.5229,0.5775,0.5433,0.7644,-0.00556,1.8409,5.342
53,1,2.2935,1.001595,0.5827,0.517,0.5827,0.5396,0.7665,-0.016627,1.8465,5.3081
53,2,2.1949,0.982015,0.6004,0.5506,0.6004,0.5479,0.7605,-0.007783,1.7842,5.0251
53,3,2.1455,0.960679,0.5968,0.5317,0.5968,0.5559,0.7828,-0.008466,1.7532,4.91
53,4,2.2983,0.988228,0.6021,0.5555,0.6021,0.5628,0.7763,-0.017038,1.8396,5.355
54,1,2.259,0.94728,0.581,0.5443,0.581,0.5381,0.788,-0.020995,1.8557,5.3196
54,2,2.1772,0.964053,0.6039,0.5504,0.6039,0.5629,0.7773,-0.015058,1.7837,5.008
54,3,2.1771,0.972147,0.5775,0.5338,0.5775,0.5364,0.7693,-0.025074,1.7835,4.9886
54,4,2.2786,0.959118,0.5898,0.5514,0.5898,0.5684,0.7778,-0.006324,1.8413,5.3573
55,1,2.2489,0.926876,0.6162,0.5499,0.6162,0.5729,0.8053,-0.015522,1.8522,5.3336
55,2,2.1632,0.933108,0.6162,0.6179,0.6162,0.5752,0.7818,-0.013792,1.7817,5.0335
55,3,2.1753,0.984419,0.5898,0.5301,0.5898,0.5485,0.7714,-0.030095,1.7641,4.9539
55,4,2.3108,0.956787,0.6056,0.6272,0.6056,0.5774,0.7856,-0.006867,1.8579,5.4703
56,1,2.276,0.976635,0.5915,0.5651,0.5915,0.5583,0.7705,-0.012485,1.8454,5.3078
56,2,2.1753,0.956048,0.6056,0.5597,0.6056,0.5534,0.7803,-0.012957,1.7811,5.0202
56,3,2.1599,0.975305,0.5704,0.5175,0.5704,0.5363,0.7777,-0.006534,1.7618,4.9239
56,4,2.2881,0.951555,0.5933,0.5427,0.5933,0.5649,0.7892,-0.00388,1.8529,5.4068
57,1,2.265,0.940738,0.5986,0.5474,0.5986,0.555,0.7911,-0.008708,1.8607,5.3548
57,2,2.1781,0.956791,0.6162,0.624,0.6162,0.5745,0.7769,-0.018949,1.7826,5.0279
57,3,2.1353,0.944808,0.5933,0.5378,0.5933,0.5591,0.7879,-0.00819,1.7507,4.9131
57,4,2.2708,0.936066,0.6004,0.5468,0.6004,0.5579,0.7927,-0.014597,1.8449,5.3851
58,1,2.2544,0.947379,0.581,0.5229,0.581,0.5423,0.7877,-0.017856,1.8492,5.3042
58,2,2.1461,0.919364,0.618,0.631,0.618,0.5811,0.7895,-0.000614,1.7832,5.0084
58,3,2.1215,0.934047,0.6127,0.5597,0.6127,0.5758,0.7979,-0.003507,1.7502,4.8923
58,4,2.2712,0.932554,0.5951,0.5364,0.5951,0.5551,0.7973,-0.02038,1.85,5.3947
59,1,2.2279,0.926875,0.6074,0.5741,0.6074,0.5758,0.7935,-0.016521,1.8387,5.2637
59,2,2.1509,0.939297,0.6004,0.5561,0.6004,0.5547,0.7902,-0.004986,1.7734,4.978
59,3,2.144,0.956602,0.5915,0.5385,0.5915,0.5563,0.7903,-0.005887,1.7598,4.9147
59,4,2.2778,0.955918,0.5933,0.5783,0.5933,0.558,0.7914,-0.001536,1.8399,5.3623
60,1,2.2737,0.978337,0.5827,0.5621,0.5827,0.5448,0.7734,-0.026883,1.8415,5.2961
60,2,2.1228,0.886703,0.6426,0.6208,0.6426,0.6092,0.8137,-0.015497,1.783,5.0072
60,3,2.1135,0.916342,0.6162,0.5631,0.6162,0.5788,0.8002,-0.014357,1.7594,4.9069
60,4,2.2471,0.895029,0.625,0.6449,0.625,0.5948,0.8157,-0.009744,1.8495,5.4019
61,1,2.2533,0.920242,0.6127,0.5822,0.6127,0.5745,0.8018,-0.012419,1.854,5.3636
61,2,2.1343,0.891546,0.6461,0.6389,0.6461,0.604,0.8128,-0.026793,1.7865,5.0341
61,3,2.1421,0.936093,0.6092,0.6206,0.6092,0.5789,0.7947,-0.008067,1.7658,4.9561
61,4,2.2626,0.925658,0.6021,0.5764,0.6021,0.5686,0.7918,-0.019217,1.8482,5.3822
62,1,2.2408,0.893687,0.6232,0.5706,0.6232,0.5907,0.8141,-0.031145,1.8595,5.3841
62,2,2.1383,0.898413,0.6215,0.6004,0.6215,0.5957,0.7985,-0.005623,1.7887,5.0315
62,3,2.1455,0.956616,0.6127,0.6264,0.6127,0.5696,0.7961,-0.002426,1.758,4.9194
62,4,2.2633,0.908927,0.6109,0.599,0.6109,0.5856,0.8034,-0.033215,1.8478,5.4236
63,1,2.2245,0.895623,0.6303,0.6389,0.6303,0.5961,0.8075,-0.012454,1.852,5.3252
63,2,2.1299,0.893311,0.6162,0.5845,0.6162,0.5873,0.8124,-0.012778,1.7848,5.0153
63,3,2.1469,0.939382,0.6092,0.6229,0.6092,0.5663,0.8027,-0.009361,1.7684,4.9643
